Removed Pin From Net: NetName=GND Pin=C26-2
Removed Pin From Net: NetName=GND Pin=C27-2
Removed Pin From Net: NetName=NetC14_1 Pin=D11-K
Removed Pin From Net: NetName=NetC1_1 Pin=L1-1
Removed Pin From Net: NetName=NetC11_1 Pin=L1-2
Removed Pin From Net: NetName=15V Pin=P2-1
Removed Pin From Net: NetName=GND Pin=P2-2
Removed Pin From Net: NetName=NetC2_1 Pin=P2-3
Removed Pin From Net: NetName=NetC1_1 Pin=R27-1
Removed Pin From Net: NetName=GND Pin=R30-2
Removed Pin From Net: NetName=NetC14_1 Pin=R31-2
Removed Pin From Net: NetName=GND Pin=R32-1
Removed Pin From Net: NetName=NetC14_1 Pin=U1-1
Removed Pin From Net: NetName=NetR20_1 Pin=U1-2
Removed Pin From Net: NetName=NetC7_2 Pin=U1-3
Removed Pin From Net: NetName=NetC8_1 Pin=U1-4
Removed Pin From Net: NetName=NetR8_1 Pin=U1-5
Removed Pin From Net: NetName=NetC16_1 Pin=U1-6
Removed Pin From Net: NetName=NetC25_1 Pin=U1-7
Removed Pin From Net: NetName=PFC_V Pin=U1-8
Removed Pin From Net: NetName=15V Pin=U1-9
Removed Pin From Net: NetName=NetR12_1 Pin=U1-10
Removed Pin From Net: NetName=GND Pin=U1-11
Removed Pin From Net: NetName=NetD3_K Pin=U1-12
Removed Pin From Net: NetName=NetC10_1 Pin=U1-13
Removed Pin From Net: NetName=NetC15_2 Pin=U1-14
Removed Pin From Net: NetName=NetC24_1 Pin=U1-15
Removed Pin From Net: NetName=NetC24_2 Pin=U1-16
Removed Pin From Net: NetName=NetC17_1 Pin=U1-17
Removed Pin From Net: NetName=NetC19_1 Pin=U1-18
Removed Pin From Net: NetName=NetR10_2 Pin=U1-19
Removed Pin From Net: NetName=NetC12_2 Pin=U1-20
Removed Pin From Net: NetName=GND Pin=U2-4
Removed Pin From Net: NetName=GND Pin=U2-5
Removed Pin From Net: NetName=15V Pin=U2-8
Removed Member From Class: ClassName=Power Factor Correction Member=C26
Removed Member From Class: ClassName=Power Factor Correction Member=C27
Removed Member From Class: ClassName=Power Factor Correction Member=D11
Removed Member From Class: ClassName=Power Factor Correction Member=L1
Removed Member From Class: ClassName=Power Factor Correction Member=R27
Removed Member From Class: ClassName=Power Factor Correction Member=R28
Removed Member From Class: ClassName=Power Factor Correction Member=R29
Removed Member From Class: ClassName=Power Factor Correction Member=R30
Removed Member From Class: ClassName=Power Factor Correction Member=R31
Removed Member From Class: ClassName=Power Factor Correction Member=R32
Removed Member From Class: ClassName=Power Factor Correction Member=TP17
Removed Member From Class: ClassName=Power Factor Correction Member=TR2
Removed Member From Class: ClassName=Power Factor Correction Member=U2
Change Component Comment : Designator=P1 Old Comment=3P_TERM BLOCK 796739-3 New Comment=*
Change Component Comment : Designator=C14 Old Comment=180p New Comment=220p
Change Component Comment : Designator=C12 Old Comment=approved sub OK New Comment=6.2n
Change Component Comment : Designator=TP2 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP3 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP4 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP5 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP6 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP7 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP8 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP9 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP10 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP11 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP12 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP13 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP14 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP15 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change Component Comment : Designator=TP16 Old Comment=TESTPOINT SMD 1206 New Comment=*
Change component parameters: Designator = "U1"; Footprint = "SOIC127P1030X265-20N"; UniqueID = "\TOPFQJRC"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.032" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "177648"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "P2.61KHCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "2K61"; VariantName = "[No Variations]"
Change component parameters: Designator = "C14"; Footprint = "CAPC1608X90N"; UniqueID = "\JMMMSPEA"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.avx.com/docs/Catalogs/ccog.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.avx.com/docs/Catalogs/ccog.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "http://www.tdk.com/pdf/tight_tol_B11.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.tdk.com/pdf/tight_tol_B11.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "http://www.kemet.com/datasheets&C0603C221F5GACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.kemet.com/datasheets&C0603C221F5GACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer 1"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer 2"; Value = "TDK Corporation"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer 3"; Value = "Kemet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number 1"; Value = "06035A221FAT2A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number 2"; Value = "C1608C0G1H221F080AA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number 3"; Value = "C0603C221F5GACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ratings"; Value = "50V; NP0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "SCDType"; Value = "spec"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.031" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 2"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 3"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "478-3719-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 2"; Value = "445-5369-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 3"; Value = "399-7876-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Thickness (Max)"; Value = "0.037" (0.95mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "220p"; VariantName = "[No Variations]"
Change component parameters: Designator = "C12"; Footprint = "CAPC1608X90N"; UniqueID = "\PXQSNUHP"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM2195C1H622JA01D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.35, 10=0.241, 100=0.1364, 500=0.09626, 1000=0.08422 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "29114"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "490-1637-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "C0G, NP0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Thickness (Max)"; Value = "0.037" (0.95mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "6.2n"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage - Rated"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=Q?(SOT223)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Category"; Value = "Discrete Semiconductor Products"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.fairchildsemi.com/datasheets/2N/2N3906.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.fairchildsemi.com/datasheets/2N/2N3906.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Collector Cutoff (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Current Gain (hFE) (Min) @ Ic, Vce"; Value = "100 @ 10mA, 1V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency - Transition"; Value = "250MHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "ON Semiconductor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "PZT3906"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 150°C (TJ)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "TO-261-4, TO-261AA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.49, 10=0.369, 100=0.2297, 500=0.1572, 1000=0.12092 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "13235"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "SOT-223-4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "PZT3906CT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Transistor Type"; Value = "PNP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vce Saturation (Max) @ Ib, Ic"; Value = "400mV @ 5mA, 50mA"; VariantName = "[No Variations]"
Added Component: Designator=R?(TrimPot_THT_2.54mm pitch)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "PV36Y102C01B00"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "25 turn variable cermet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "SCDType"; Value = "spec"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "490-2912-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "1K"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=Q?-2
Added Pin To Net: NetName=NetC14_1 Pin=Q?-3
Added Pin To Net: NetName=GND Pin=Q?-4
Added Pin To Net: NetName=PFC_V Pin=R?-1
Added Pin To Net: NetName=GND Pin=R?-3
Added Pin To Net: NetName=NetD3_K Pin=U1-1
Added Pin To Net: NetName=NetC10_1 Pin=U1-2
Added Pin To Net: NetName=NetC15_2 Pin=U1-3
Added Pin To Net: NetName=NetC24_1 Pin=U1-4
Added Pin To Net: NetName=NetC24_2 Pin=U1-5
Added Pin To Net: NetName=NetC17_1 Pin=U1-6
Added Pin To Net: NetName=NetC19_1 Pin=U1-7
Added Pin To Net: NetName=NetR10_2 Pin=U1-8
Added Pin To Net: NetName=NetC12_2 Pin=U1-9
Added Pin To Net: NetName=NetC14_1 Pin=U1-10
Added Pin To Net: NetName=NetR20_1 Pin=U1-11
Added Pin To Net: NetName=NetC7_2 Pin=U1-12
Added Pin To Net: NetName=NetC8_1 Pin=U1-13
Added Pin To Net: NetName=NetR8_1 Pin=U1-14
Added Pin To Net: NetName=NetC16_1 Pin=U1-15
Added Pin To Net: NetName=NetC25_1 Pin=U1-16
Added Pin To Net: NetName=PFC_V Pin=U1-17
Added Pin To Net: NetName=15V Pin=U1-18
Added Pin To Net: NetName=NetR12_1 Pin=U1-19
Added Pin To Net: NetName=GND Pin=U1-20
Added Pin To Net: NetName=NetQ?_1 Pin=Q?-1
Added Pin To Net: NetName=NetQ?_1 Pin=R?-2
Added Net: Name=NetQ?_1
Added Member To Class: ClassName=Power Factor Correction Member=Component Q? PNP
Added Member To Class: ClassName=Power Factor Correction Member=Component R? 25 Turn
